_id,title,Word Match
640c28b24ddb9876ac04fbb6,Introduce yourself =),No
640c28b24ddb9876ac04fbb7,email spaming,Yes
640c28b24ddb9876ac04fbb8,best way to make $$$ with an IG with large following?,No
640c28b24ddb9876ac04fbb9,new to the game,No
640c28b24ddb9876ac04fbba,Looking for a Programmer,No
640c28b24ddb9876ac04fbbb,Mental Health,No
640c28b24ddb9876ac04fbbc,PAYPAL IS THE GAME CHANGER!!!,No
640c28b24ddb9876ac04fbbd,Have you ever been scammed?,No
640c28b24ddb9876ac04fbbe,Ban Telegram Account or Telegram Channel,No
640c28b24ddb9876ac04fbbf,GIVING ADVICE ON BANK DROPS LETS TALK,No
640c28b24ddb9876ac04fbc0,Quick fast loans + easy cashout,No
640c28b24ddb9876ac04fbc1,need some help,No
640c28b24ddb9876ac04fbc2,python kingdom / crd forum vendor,No
640c28b24ddb9876ac04fbc3,Google 2-FA bypass,No
640c28b24ddb9876ac04fbc4,Working methods 2023,No
640c28b24ddb9876ac04fbc5,hacking snapchat,Yes
640c28b24ddb9876ac04fbc6,market information,No
640c28b24ddb9876ac04fbc7,Expert guides for beginners,No
640c28b24ddb9876ac04fbc8,fortiNAC vuln,No
640c28b24ddb9876ac04fbc9,Crypto converting,No
640c28b24ddb9876ac04fbca,I could use some help,No
640c28b24ddb9876ac04fbcb,deep market,No
640c28b24ddb9876ac04fbcc,Urgent need for work,No
640c28b24ddb9876ac04fbcd,"Willing to share my ""knowledge"" on ""predict"" future",No
640c28b24ddb9876ac04fbce,Wallet Issues,No
640c28b24ddb9876ac04fbcf,New User Here,No
640c28b24ddb9876ac04fbd0,New Here and need advice,No
640c28b24ddb9876ac04fbd1,Red and green dots.,No
640c28b24ddb9876ac04fbd2,ZKproofs coming,No
640c28b24ddb9876ac04fbd3,Logs/dumps,No
640c28b24ddb9876ac04fbd4,"Guide how to create and use a PGP key encryption with ""Kleopatra"":",Yes
640c28b24ddb9876ac04fbd5,Newbie - Genuine and VERY interested to learn Carding! MUST READ!,No
640c28b24ddb9876ac04fbd6,can we talk android or is this only pc?,No
640c28b24ddb9876ac04fbd7,clean phish?,No
640c28b24ddb9876ac04fbd8,MY BOYS ARE STILL FINDING IT DIFFICULT? I'VE BEEN OFFLINE. I'VE MADE ROUGLY $500TH,No
640c28b24ddb9876ac04fbd9,I want to know POC,No
640c28b24ddb9876ac04fbda,searching for takedown resistant domains,No
640c28b24ddb9876ac04fbdb,Running Ransomware,Yes
640c28b24ddb9876ac04fbdc,I Need Partner's,No
640c28b24ddb9876ac04fbdd,Software wishes!,No
640c28b24ddb9876ac04fbde,Need Help Lockbit builder v3,No
640c28b24ddb9876ac04fbdf,searching for ccs/bank logs,No
640c28b24ddb9876ac04fbe0,Run MyWindowsPE on the Other PE,No
640c28b24ddb9876ac04fbe1,just a few more questions on getting rolling,No
640c28b24ddb9876ac04fbe2,phishy email,No
640c28b24ddb9876ac04fbe3,telegram on qubes,No
640c28b24ddb9876ac04fbe4,What is your daily driver OS?,No
640c28b24ddb9876ac04fbe5,Where to discuss click fraud?,No
640c28b24ddb9876ac04fbe6,Hacktown Update,No
640c28b24ddb9876ac04fbe7,CCS and DUMP LEGIT SELLERS! 2023,No
640c28b24ddb9876ac04fbe8,Enroll in HackTown! Glad I Did!!,No
640c28b24ddb9876ac04fbe9,How do i make $3000 quickly?,No
640c28b24ddb9876ac04fbea,City of Roanapur,No
640c28b24ddb9876ac04fbeb,HELP WIFI DRIVERS how can I do?,No
640c28b24ddb9876ac04fbec,OTR vs OMEMO according to Whonix,No
640c28b24ddb9876ac04fbed,"Whonix box, your xmpp ui?",No
640c28b24ddb9876ac04fbee,Bird Poo or Golden Eggs?,No
640c28b24ddb9876ac04fbef,spontaneous application,No
640c28b24ddb9876ac04fbf0,new habit/rountine for opsec purposes - opinion needed,No
640c28b24ddb9876ac04fbf1,Facinating AD attack,Yes
640c28b24ddb9876ac04fbf2,"Secure, encrypted file storage",No
640c28b24ddb9876ac04fbf3,Sticky Google Review Source or Process,No
640c28b24ddb9876ac04fbf4,How to use lockbit builder,No
640c28b24ddb9876ac04fbf5,"debian+kicksecure+whonix on a used laptop, bought with cash",No
640c28b24ddb9876ac04fbf6,pubic library wifi,No
640c28b24ddb9876ac04fbf7,Spartan Hacking Services,Yes
640c28b24ddb9876ac04fbf8,Making fast money,No
640c28b24ddb9876ac04fbf9,Create Telegram,No
640c28b24ddb9876ac04fbfa,Seeking Investor for numerous projects,No
640c28b24ddb9876ac04fbfb,"Bird problems, for real",No
640c28b24ddb9876ac04fbfc,How to get ~100$ from CVV online,No
640c28b24ddb9876ac04fbfd,Qubes Jabber/XMPP working setup over whonix,No
640c28b24ddb9876ac04fbfe,"Started wanting to card. Now, i want to learn EVERYTHING.",No
640c28b24ddb9876ac04fbff,WannabuyRDP scam?,No
640c28b24ddb9876ac04fc00,"Session, Pidgin problems",No
640c28b24ddb9876ac04fc01,Newbie Questions,No
640c28b24ddb9876ac04fc02,would like market reccomendations,No
640c28b24ddb9876ac04fc03,Pastebin onion alternatives?,Yes
640c28b24ddb9876ac04fc04,Easy Crypto Money Using PayPal Logs.,No
640c28b24ddb9876ac04fc05,change permissions on hacked wallet,No
640c28b24ddb9876ac04fc06,Crypto that can be traced,No
640c28b24ddb9876ac04fc07,Hacking FB/Insta using old school but effective Social Engineering,Yes
640c28b24ddb9876ac04fc08,entrance,No
640c28b24ddb9876ac04fc09,Opinion needed on RL Opsec,No
640c28b24ddb9876ac04fc0a,How do you connect to a proxy or vpn over tails? Tails>Tor>proxy/vpn,No
640c28b24ddb9876ac04fc0b,how are YOU maintaining your anonimity?,No
640c28b24ddb9876ac04fc0c,Adversarial stylometry - OpSec,No
640c28b24ddb9876ac04fc0d,Best practices for i2p?,No
640c28b24ddb9876ac04fc0e,Who knows reliable market or a site that offers links that work,No
640c28b24ddb9876ac04fc0f,Do I need to hide my webcam?,No
640c28b24ddb9876ac04fc10,DUMPS TRACK 1&2 WITH PINS CVV,No
640c28b24ddb9876ac04fc11,Members with *Newbie Tag,No
640c28b24ddb9876ac04fc12,My Russian Homie,No
640c28b24ddb9876ac04fc13,How much to charge for a ransom?,No
640c28b24ddb9876ac04fc14,Learn SPAMMING,No
640c28b24ddb9876ac04fc15,Junior seeking legit loaders,No
640c28b24ddb9876ac04fc16,VPN or no VPN?,No
640c28b24ddb9876ac04fc17,do we have a chat room?,No
640c28b24ddb9876ac04fc18,Ares Market,No
640c28b24ddb9876ac04fc19,How to safely install additional software on TAILS OS,No
640c28b24ddb9876ac04fc1a,how to grab a new identity,No
640c28b24ddb9876ac04fc1b,Hola Muchachos y Muchachas ... How Are Things Hanging?,No
640c28b24ddb9876ac04fc1c,HELPING NEWBIES,No
640c28b24ddb9876ac04fc1d,Anonymity,No
640c28b24ddb9876ac04fc1e,Spitballing: Do you think it is possible to...,No
640c28b24ddb9876ac04fc1f,Why do people pay a lot of money for useless data,No
640c28b24ddb9876ac04fc20,Happy New Year!!!,No
640c28b24ddb9876ac04fc21,How to make money if you're uninhibited as fuck?,No
640c28b24ddb9876ac04fc22,How to use CC,No
640c28b24ddb9876ac04fc23,loocking for easy money,No
640c28b24ddb9876ac04fc24,How to properly communicate on the darknet.,No
640c28b24ddb9876ac04fc25,Local Dead Drop Services?,No
640c28b24ddb9876ac04fc26,Best Language for Black hat Hackers,No
640c28b24ddb9876ac04fc27,"Alex Holden, Hold Security....",No
640c28b24ddb9876ac04fc28,world at the same time protecting them from identity theft.,Yes
640c28b24ddb9876ac04fc29,looking for people,No
640c28b24ddb9876ac04fc2a,crack random smtp spam result problem,Yes
640c28b24ddb9876ac04fc2b,pay for gift credit card,No
640c28b24ddb9876ac04fc2c,Does crime pay?,No
640c28b24ddb9876ac04fc2d,New to cryptbb,No
640c28b24ddb9876ac04fc2e,ID Vendor,No
640c28b24ddb9876ac04fc2f,How to phish?,No
640c28b24ddb9876ac04fc30,Complete Newbie; Suggestions for First Hack,No
640c28b24ddb9876ac04fc31,help sending UNTRACEABLE EMAIL,No
640c28b24ddb9876ac04fc32,Learning Python and C/C++,No
640c28b24ddb9876ac04fc33,Employment job,No
640c28b24ddb9876ac04fc34,"Jabber, email",No
640c28b24ddb9876ac04fc35,XMPP on Qubes,No
640c28b24ddb9876ac04fc36,Skwaqie - Introduction,No
640c28b24ddb9876ac04fc37,Emv Software X2,No
640c28b24ddb9876ac04fc38,Rate My CC Method,No
640c28b24ddb9876ac04fc39,A Hacker Hypothetical,No
640c28b24ddb9876ac04fc3a,Challenges,No
640c28b24ddb9876ac04fc3b,OTP bot ?,Yes
640c28b24ddb9876ac04fc3c,Make a group to learn C and C++ for newbie,No
640c28b24ddb9876ac04fc3d,CCTV Access,No
640c28b24ddb9876ac04fc3e,XMPP,No
640c28b24ddb9876ac04fc3f,What exactly are we targeting? And for what?,No
640c28b24ddb9876ac04fc40,Streams of income,No
640c28b24ddb9876ac04fc41,Ordering illegal goods,No
640c28b24ddb9876ac04fc42,Possible ways to safely open suspicious links,No
640c28b24ddb9876ac04fc43,recommendations for career $PATH,No
640c28b24ddb9876ac04fc44,Advice for Newbies.,No
640c28b24ddb9876ac04fc45,rate my first carding attempt and question,No
640c28b24ddb9876ac04fc46,Help or Job Needed.,No
640c28b24ddb9876ac04fc47,how to view private twitter account,No
640c28b24ddb9876ac04fc48,Monero OpSec,No
640c28b24ddb9876ac04fc49,Accessing clearnet forums,No
640c28b24ddb9876ac04fc4a,qubes/whonix vs qubes/fedora,No
640c28b24ddb9876ac04fc4b,How to calculate the overal throughput,No
640c28b24ddb9876ac04fc4c,Buying VPS,No
640c28b24ddb9876ac04fc4d,Looking for an Evolution?,No
640c28b24ddb9876ac04fc4e,why Kali over other distros??,No
640c28b24ddb9876ac04fc4f,How do i verify cryptbb online link?,No
640c28b24ddb9876ac04fc50,Need help with Jabber!,No
640c28b24ddb9876ac04fc51,Just completed the introduction challenge,No
640c28b24ddb9876ac04fc52,Cloud GPU service without KYC?,No
640c28b24ddb9876ac04fc53,Most anonymous way to turn cash into Monero?,No
640c28b24ddb9876ac04fc54,Setting up a number for Signal,No
640c28b24ddb9876ac04fc55,unlimited Email accounts,No
640c28b24ddb9876ac04fc56,Hiding from local police vs hiding from feds,No
640c28b24ddb9876ac04fc57,Hacking laptops on same network,Yes
640c28b24ddb9876ac04fc58,Simple Guide to Installation of the (I2P Daemon) Portable Client for Linux,No
640c28b24ddb9876ac04fc59,Beginner,No
640c28b24ddb9876ac04fc5a,How to create a crypto wallet on the darknet?,No
640c28b24ddb9876ac04fc5b,Bypassing DDOS,No
640c28b24ddb9876ac04fc5c,Is telegram safe?,No
640c28b24ddb9876ac04fc5d,I'm new,No
640c28b24ddb9876ac04fc5e,PGP/2fa,No
640c28b24ddb9876ac04fc5f,XMR question about transaction,No
640c28b24ddb9876ac04fc60,Anonymous crypto wallet,No
640c28b24ddb9876ac04fc61,CVV Carding Method,No
640c28b24ddb9876ac04fc62,Preventing.lnk files from being detected by Chrome,No
640c28b24ddb9876ac04fc63,Drugs forums,No
640c28b24ddb9876ac04fc64,Osint,No
640c28b24ddb9876ac04fc65,I’m in the lowest position in my life…and I need help/guidance.,No
640c28b24ddb9876ac04fc66,A beginner's guide to create BANKDROPS,No
640c28b24ddb9876ac04fc67,How to decrypt pgp key?,No
640c28b24ddb9876ac04fc68,CryptBB Encrypted Forum Install issue,No
640c28b24ddb9876ac04fc69,RATs etc.,No
640c28b24ddb9876ac04fc6a,questions from a newbie,No
640c28b24ddb9876ac04fc6b,Can i Use Cracked Rats ?,No
640c28b24ddb9876ac04fc6c,My introduction,No
640c28b24ddb9876ac04fc6d,selling source code,No
640c28b24ddb9876ac04fc6e,AV checker ?,No
640c28b24ddb9876ac04fc6f,how to ddos,No
640c28b24ddb9876ac04fc70,Carding Tutorial,No
640c28b24ddb9876ac04fc71,bulk sms,No
640c28b24ddb9876ac04fc72,Modern EDR Bypass,No
640c28b24ddb9876ac04fc73,Greeting 2 ... introduction,No
640c28b24ddb9876ac04fc74,Greeting... introduction,No
640c28b24ddb9876ac04fc75,Hello,No
640c28b24ddb9876ac04fc76,How to mess with a computer / network wirelessly?,No
640c28b24ddb9876ac04fc77,EURion anti-counterfeit system,No
640c28b24ddb9876ac04fc78,"Hi, how to setup a xmpp securely?",No
640c28b24ddb9876ac04fc79,IS HACKING REALLY HARD TO LEARN,No
640c28b24ddb9876ac04fc7a,CryptBB Programming challenge,No
640c28b24ddb9876ac04fc7b,New Hacker,No
640c28b24ddb9876ac04fc7c,crypto logs,No
640c28b24ddb9876ac04fc7d,̿̿ ̿̿ ̿̿ ̿'̿'\̵͇̿̿\з= ( ▀ ͜͞ʖ▀) =ε/̵͇̿̿/’̿’̿ ̿ ̿̿ ̿̿ ̿̿,No
640c28b24ddb9876ac04fc7e,Australian newbie needing assistance,No
640c28b24ddb9876ac04fc7f,How do you establish trust on the darknet?,No
640c28b24ddb9876ac04fc80,I have access to the backend of a bussiness' website and info,No
640c28b24ddb9876ac04fc81,Cvv Fullz,No
640c28b24ddb9876ac04fc82,Hacktown alterantive?,No
640c28b24ddb9876ac04fc83,Can I get a mentor as a newbie?,No
640c28b24ddb9876ac04fc84,Introduction,No
640c28b24ddb9876ac04fc85,New to Fourm,No
640c28b24ddb9876ac04fc86,Starting out and Where to Focus First,No
640c28b24ddb9876ac04fc87,Hi im DUnf7d,No
640c28b24ddb9876ac04fc88,Importing cookies,No
640c28b24ddb9876ac04fc89,"Warez, Leaks & Databases Section.",No
640c28b24ddb9876ac04fc8a,Hi I'm Ross,No
640c28b24ddb9876ac04fc8b,Fellow noobs,No
640c28b24ddb9876ac04fc8c,Crypter service?,No
640c28b24ddb9876ac04fc8d,why I cant created acc at alphabay,No
640c28b24ddb9876ac04fc8e,shoot the sh!t,No
640c28b24ddb9876ac04fc8f,[Meta] Tails 5.0 Vulnerability got me thinking...,Yes
640c28b24ddb9876ac04fc90,Update on where to get legit bank logs,No
640c28b24ddb9876ac04fc91,[Meta]Is there a story behind this report option?,No
640c28b24ddb9876ac04fc92,Toll Free Number,No
640c28b24ddb9876ac04fc93,Any advice on how to start BEC Scam and Carding,No
640c28b24ddb9876ac04fc94,how i become a member,No
640c28b24ddb9876ac04fc95,carders expert,No
640c28b24ddb9876ac04fc96,How did you find out about CryptBB?,No
640c28b24ddb9876ac04fc97,crypto astrology trading,No
640c28b24ddb9876ac04fc98,why can't I post in Sell?,No
640c28b24ddb9876ac04fc99,Hi everyone i'm Retr0,No
640c28b24ddb9876ac04fc9a,Programming Book,No
640c28b24ddb9876ac04fc9b,Newbie needs a hacker asap,No
640c28b24ddb9876ac04fc9c,How would you approach this?,No
640c28b24ddb9876ac04fc9d,Flowcharts on hacking,Yes
640c28b24ddb9876ac04fc9e,Android Botnet,Yes
640c28b24ddb9876ac04fc9f,Opsec on an intranet,No
640c28b24ddb9876ac04fca0,Help with Tails and launching programs...,No
640c28b24ddb9876ac04fca1,spammimg,Yes
640c28b24ddb9876ac04fca2,HackTown! legit or fake?,No
640c28b24ddb9876ac04fca3,Proxy Checker by xRisky v2 [All Type],No
640c28b24ddb9876ac04fca4,Hi + advice much appreciated,No
640c28b24ddb9876ac04fca5,Helium mining (gaming/spoofing),Yes
640c28b24ddb9876ac04fca6,Unable to deauth,No
640c28b24ddb9876ac04fca7,Ransomware builder customizable,Yes
640c28b24ddb9876ac04fca8,How to take email victim from social media,No
640c28b24ddb9876ac04fca9,How skilled do you have to be for membership?,No
640c28b24ddb9876ac04fcaa,somebody know good pages to conbo list fresh,No
640c28b24ddb9876ac04fcab,hello,No
640c28b24ddb9876ac04fcac,namso-gen,No
640c28b24ddb9876ac04fcad,Portable wifi device?,No
640c28b24ddb9876ac04fcae,Do you know who is Pablo?,No
640c28b24ddb9876ac04fcaf,Help me start swiping,No
640c28b24ddb9876ac04fcb0,Darknet markets,No
640c28b24ddb9876ac04fcb1,termux hackers,No
640c28b24ddb9876ac04fcb2,Programming challange question,No
640c28b24ddb9876ac04fcb3,Experience on kickass and hacktown forums and market places,No
640c28b24ddb9876ac04fcb4,Hello Earth,No
640c28b24ddb9876ac04fcb5,Need advise cus i'm new,No
640c28b24ddb9876ac04fcb6,how to start reverse engneering,No
640c28b24ddb9876ac04fcb7,XMPP client,No
640c28b24ddb9876ac04fcb8,About Phone Hack,No
640c28b24ddb9876ac04fcb9,Looking for some good word lists,No
640c28b24ddb9876ac04fcba,Newbie in The Making !,No
640c28b24ddb9876ac04fcbb,"wondering about taxes fraud, also how to use a list of fullz",No
640c28b24ddb9876ac04fcbc,How paranoid are you / should we be (setup),No
640c28b24ddb9876ac04fcbd,Social Engineering and refunding,No
640c28b24ddb9876ac04fcbe,What happened to RaidForums?,No
640c28b24ddb9876ac04fcbf,Bitcoin Exchange,No
640c28b24ddb9876ac04fcc0,SPAMMING,No
640c28b24ddb9876ac04fcc1,best ways to scan the internet,No
640c28b24ddb9876ac04fcc2,vpn,No
640c28b24ddb9876ac04fcc3,Im interested in AD Fraud help,No
640c28b24ddb9876ac04fcc4,NFT,No
640c28b24ddb9876ac04fcc5,Help needed,No
640c28b24ddb9876ac04fcc6,Cashing out your funny munny,No
640c28b24ddb9876ac04fcc7,Acknowledging the hosts: Longpig,No
640c28b24ddb9876ac04fcc8,Other Forums,No
640c28b24ddb9876ac04fcc9,Phishing,Yes
640c28b24ddb9876ac04fcca,intro,No
640c28b24ddb9876ac04fccb,neuromanc3r - darkweb graphic designer saying hello (Hacktown wallpaper),No
640c28b24ddb9876ac04fccc,Buy non vbv credit cards,No
640c28b24ddb9876ac04fccd,As a banker can i be here?,No
640c28b24ddb9876ac04fcce,Why should I join CryptBB?,No
640c28b24ddb9876ac04fccf,help to found thief,No
640c28b24ddb9876ac04fcd0,Introduction,No
640c28b24ddb9876ac04fcd1,Where my post gone ?,No
640c28b24ddb9876ac04fcd2,Socks5,No
640c28b24ddb9876ac04fcd3,Member application challenge ?,No
640c28b24ddb9876ac04fcd4,how to know if market is a scam?,No
640c28b24ddb9876ac04fcd5,Mobil Number,No
640c28b24ddb9876ac04fcd6,Kinda at a road block in learning to hack and am looking for advice :)!,No
640c28b24ddb9876ac04fcd7,kik username by email address,No
640c28b24ddb9876ac04fcd8,How can I hide my ass on ngrok,No
640c28b24ddb9876ac04fcd9,Any thoughts on KAT and Hacktown.,No
640c28b24ddb9876ac04fcda,deep web,No
640c28b24ddb9876ac04fcdb,Bypassing Date/Time Restriction on Website,No
640c28b24ddb9876ac04fcdc,Can I help ?,No
640c28b24ddb9876ac04fcdd,How to do SIM swap scam?,No
640c28b24ddb9876ac04fcde,question about aquireing HQ custom coded malware/exploits.,Yes
640c28b24ddb9876ac04fcdf,Are there any trusted market places for fraud/hacking,Yes
640c28b24ddb9876ac04fce0,Cracked/Hacked Accounts,No
640c28b24ddb9876ac04fce1,getting ip adresses from users,No
640c28b24ddb9876ac04fce2,"Newbie, graduate in cybersecurity",No
640c28b24ddb9876ac04fce3,MacSpy,No
640c28b24ddb9876ac04fce4,Coud anyone explain this part in Ginseng's guide?,No
640c28b24ddb9876ac04fce5,Rats and slaves,No
640c28b24ddb9876ac04fce6,Happy xmas,No
640c28b24ddb9876ac04fce7,Questions,No
640c28b24ddb9876ac04fce8,finding someones address through car registration,No
640c28b24ddb9876ac04fce9,Where are the Fullz Plugz!,No
640c28b24ddb9876ac04fcea,Need Software Patch for Windows Application,Yes
640c28b24ddb9876ac04fceb,HELP,No
640c28b24ddb9876ac04fcec,TAILS at Home/Work,No
640c28b24ddb9876ac04fced,TORUM,No
640c28b24ddb9876ac04fcee,"""Fingerprint"" ?",No
640c28b24ddb9876ac04fcef,Wich tool to use when connecting to RDP on tails,No
640c28b24ddb9876ac04fcf0,Tour guide?,No
640c28b24ddb9876ac04fcf1,Are fraud tutorials sold on some market legit?,No
640c28b24ddb9876ac04fcf2,Hosting a darkweb site on a VPS?,No
640c28b24ddb9876ac04fcf3,"""Problem loading page"" on almost any .onion website",No
640c28b24ddb9876ac04fcf4,Reliable Mixer?,No
640c28b24ddb9876ac04fcf5,Private sniffers,No
640c28b24ddb9876ac04fcf6,Is using Persistent Mode on Tails bad,No
640c28b24ddb9876ac04fcf7,anonymous messanger,No
640c28b24ddb9876ac04fcf8,"signal, tele & snap",No
640c28b24ddb9876ac04fcf9,"Welp, guess i'm here now. Please help me find a worm.",Yes
640c28b24ddb9876ac04fcfa,Where to Obtain Valid-Fake Documents Online,No
640c28b24ddb9876ac04fcfb,briar vs. tox,No
640c28b24ddb9876ac04fcfc,OPSec for Newbies,No
640c28b24ddb9876ac04fcfd,Certificate contains a QR code,No
640c28b24ddb9876ac04fcfe,Manual sql injection,Yes
640c28b24ddb9876ac04fcff,OTP Bypass Help.,No
640c28b24ddb9876ac04fd00,tox protocol,No
640c28b24ddb9876ac04fd01,Carding + monero secure?,No
640c28b24ddb9876ac04fd02,Help to host a file,No
640c28b24ddb9876ac04fd03,WhoAmI? I AM YOU!!,No
640c28b24ddb9876ac04fd04,card shows which vaccinations have been given and when,Yes
640c28b24ddb9876ac04fd05,THIS VENDOR RIGHT NOW SCAMMING PEOPLE AND WORKING WITH POLICE !!!! )),No
640c28b24ddb9876ac04fd06,Who hosted White House Market?,No
640c28b24ddb9876ac04fd07,Search And Get Any File From AnonFiles by Dorks,No
640c28b24ddb9876ac04fd08,making an nft to disseminate steganography image,Yes
640c28b24ddb9876ac04fd09,Denied a challenge upon introduction..?,No
640c28b24ddb9876ac04fd0a,Do I have any hope of ever making member status here?,No
640c28b24ddb9876ac04fd0b,hash Cracking,No
640c28b24ddb9876ac04fd0c,Little Help?,No
640c28b24ddb9876ac04fd0d,How to successfully deliver a payload?,Yes
640c28b24ddb9876ac04fd0e,att sim unlock,No
640c28b24ddb9876ac04fd0f,barcode generator,No
640c28b24ddb9876ac04fd10,Hardware,No
640c28b24ddb9876ac04fd11,Hacking challenge,Yes
640c28b24ddb9876ac04fd12,paranoid or what?,No
640c28b24ddb9876ac04fd13,Intro,No
640c28b24ddb9876ac04fd14,Programming challenge,No
640c28b24ddb9876ac04fd15,why im here,No
640c28b24ddb9876ac04fd16,Quick Introduction,No
640c28b24ddb9876ac04fd17,Stolen Funds TRUST WALLET,No
640c28b24ddb9876ac04fd18,icrypt intro,No
640c28b24ddb9876ac04fd19,Raspberry question,No
640c28b24ddb9876ac04fd1a,Darknet hacking & fraud forums,Yes
640c28b24ddb9876ac04fd1b,An Introduction,No
640c28b24ddb9876ac04fd1c,How do I send something?,No
640c28b24ddb9876ac04fd1d,Snapchat / Whatsapp hacker please,No
640c28b24ddb9876ac04fd1e,I just wanted to share my appreciation of this website!,No
640c28b24ddb9876ac04fd1f,How to find the location of a phone by its number,No
640c28b24ddb9876ac04fd20,Is it safe to host a webside on CW using Tails ?,No
640c28b24ddb9876ac04fd21,"Newbie here, need help",No
640c28b24ddb9876ac04fd22,Instagram hack needed urgently,No
640c28b24ddb9876ac04fd23,Low-level programming,No
640c28b24ddb9876ac04fd24,Best Vendor in DarkWeb,No
640c28b24ddb9876ac04fd25,[How to] Change terminal's colors,No
640c28b24ddb9876ac04fd26,Hacking services?,Yes
640c28b24ddb9876ac04fd27,0 day,No
640c28b24ddb9876ac04fd28,A message to john hammond,No
640c28b24ddb9876ac04fd29,Very Newb - Please Advice - Looking for Hacking Service,Yes
640c28b24ddb9876ac04fd2a,POS exploit help. (where to begin),Yes
640c28b24ddb9876ac04fd2b,What is a good setup?,No
640c28b24ddb9876ac04fd2c,Verifying accounts via SMS while remaining anonymous?,No
640c28b24ddb9876ac04fd2d,How to bypass the apple icloud spears,No
640c28b24ddb9876ac04fd2e,Introduction,No
640c28b24ddb9876ac04fd2f,Ethical hacking & python programming books,Yes
640c28b24ddb9876ac04fd30,How to become a seller?,No
640c28b24ddb9876ac04fd31,How to setup an absolute secure communication channel between two parties?,No
640c28b24ddb9876ac04fd32,Good Android RAT,No
640c28b24ddb9876ac04fd33,Where do I start,No
640c28b24ddb9876ac04fd34,d(r)ead,No
640c28b24ddb9876ac04fd35,Turning 0$ into 1$ at least. Cyberhobo adventure,No
640c28b24ddb9876ac04fd36,Help finding a leak db and advice,No
640c28b24ddb9876ac04fd37,FUD for Android malware,Yes
640c28b24ddb9876ac04fd38,FUD and Binding,No
640c28b24ddb9876ac04fd39,Lokking for method to convert Mastercard to BTC,No
640c28b24ddb9876ac04fd3a,Looking for this years VTNE (Veterinary Tech National Exam) questions.,No
640c28b24ddb9876ac04fd3b,PEGASUS,No
640c28b24ddb9876ac04fd3c,Android RAT,No
640c28b24ddb9876ac04fd3d,Hidden service ideas?,No
640c28b24ddb9876ac04fd3e,Green Pass,No
640c28b24ddb9876ac04fd3f,An Introduction to RFID/NFC,No
640c28b24ddb9876ac04fd40,Can I find this service here?,No
640c28b24ddb9876ac04fd41,tor mirrors - V3,No
640c28b24ddb9876ac04fd42,Password Manager,No
640c28b24ddb9876ac04fd43,Where to find e-mail lists,No
640c28b24ddb9876ac04fd44,Question about Port forwarding,No
640c28b24ddb9876ac04fd45,escrow service,No
640c28b24ddb9876ac04fd46,Law Enforcement Software,No
640c28b24ddb9876ac04fd47,UBS foundation updated!!【SERO】,No
640c28b24ddb9876ac04fd48,new,No
640c28b24ddb9876ac04fd49,How long do introductions take?,No
640c28b24ddb9876ac04fd4a,hacker forums techforums darknet,No
640c28b24ddb9876ac04fd4b,ENCRYPTING YOUR DRIVE AFTER INSTALLING LINUX,No
640c28b24ddb9876ac04fd4c,Building VM Labs,No
640c28b24ddb9876ac04fd4d,Chaos ransomware builder v3 + decrypter,Yes
640c28b24ddb9876ac04fd4e,Ways to get starter money?,No
640c28b24ddb9876ac04fd4f,OPSEC,No
